user,repo,type,orcount
AlphaZero12,ConectaMovil.git,unknown,0x0
kevinw66,bigtop-manager.git,pom.xml,0x303ee02b7000000020000000400400000000000000000000001ffffff010001000008000000a000000200001800060200
dapdelivery,where-for-dinner-07-12-2023-03-01-03-635889276.git,pom.xml,0x3f03ff03e002070080
unoth,Movies.git,build.gradle,0x0
zxnlx,algo-java.git,pom.xml,0x200000000000000000000000000020000000000000000000000000000000000000000000000
tanjeffreyz,github-statistics.git,pom.xml,0x20
NotCain,nch.git,unknown,0x0
jeffrey2545,JeffreyLeetCode.git,unknown,0x0
lucasbastida,salarios-info-back.git,pom.xml,0x1fc0000000000000000080180006000000000003000070200
mizhousoft,cloud-sdk.git,pom.xml,0x10000000000000000000000000008000000000000014000000000000001000040000000000007fffe000000000000002000000000028000040000000000040000
yudhiatmadja,latihan.git,unknown,0x0
soRan0219,BaekjoonStudy.git,unknown,0x0
nikintosina,apcsaproju4.git,unknown,0x0
waikato-datamining,adams-base.git,pom.xml,0x400000000000000000000000000080000300000003020000010200008003f6000000000000000000000000000000000000000000c0000600003ffffffffffffffffffffffffff80000000000000000000000000001004900800000000002000020
LITSCL,TiendaHardwareJava.git,unknown,0x0
thitbachuy,selenium-java-02082023.git,pom.xml,0x10000000000000000000000000000000000000000000000000000000001020000000000000000000000000000000000000000000000004000067fffc0000000010000000000000000000000000000000000000000000000000000000000000000000000
Kamol2103,LeetCode_Daily_Challenge.git,unknown,0x0
Van-QA,Java_TestNG_Selenium.git,pom.xml,0x100410300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040003f800000800000000000000000000000000000000000000000000000000000000000000000000002020000
Yraud,Calculateur_No_Atomique.git,unknown,0x0
daoleviethoang,Algorithm.git,unknown,0x0
Abhishek109062,LeetCode.git,unknown,0x0
HyeongjinKim98,Solved.git,unknown,0x0
dtacademyb12,duotify-cucumber-bdd-framework.git,pom.xml,0x22010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003c0000000000004000000000000000000000000000000000000000000000002000000000000000800020000
kzdwts,q_project.git,pom.xml,0x10200000000000000000000000000000000000000000000000020fc00000000000204000000000000000000000000000000000001000000000000000000000000000002020000
Enochhhh,AppSmartStudyHubAPI.git,pom.xml,0x270000000002000000000000000000000000000000000000000000000000000180000000300000001800060200
washingtonpereira,exercicio2.git,unknown,0x0
danssampaio,residencia-modulo2-avaliacao-java.git,unknown,0x0
Ann-Po,CodewarsJava.git,unknown,0x0
yyCaesar,java-data-structures-and-algorithms.git,pom.xml,0x0
MartinMSalas,Java_SprintSecurity_05_MartinBank_02.git,pom.xml,0xc00000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000002000000000000000000000000000000000000000000000000080180000000000000001800070200
huaweicloud,obsa-hdfs.git,pom.xml,0x200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001ff80000000000000000000000000000000000000000000000000000000000000000008000000000000002000000
Talon540Programming,SwerveBase23.git,build.gradle,0x0
sanbad36,Myleetcode.git,unknown,0x0
Sivawsu,Leetcode_100dayschallenge.git,unknown,0x0
Phool18,La_Dominguita_App.git,build.gradle,0x0
surojitsantra,leetcode-problems.git,unknown,0x0
saiprakash1916,EazyAccountServices.git,pom.xml,0x2000000002003000070200
ReactiveSpring89,webflux-demo.git,pom.xml,0x20000000060080
oacero,programacion-avanzada.git,pom.xml,0xe0000000000000000000000000000000000000000000000000000000000000000000000000000000001800060200
fineman999,TIL.git,build.gradle,0x0
vanessavargas,java-fruits-api.git,unknown,0x0
RobertDragneel,380Project.git,unknown,0x0
pandalee99,Retrier.git,pom.xml,0x10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002ff00200000030200800000000000000000000000000000000000000004010000000000028000000000000002020200
snjava,FSD-140823.git,pom.xml,0x800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000001802040200
GitHub-Campus-Club-PSGCT-CSE-G1,YouDo.git,unknown,0x0
Sword-Is-Cat,LeetCode.git,unknown,0x0
Tomo-akm,JavaPokerGame.git,unknown,0x0
xuejmnet,easy-query.git,pom.xml,0x30100000000000000000000000002e403ff03000100000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000003fffffffc0000400000000000000000000000010000000000000000000000000200030000040000004000800202000002070200
asalamanca1,Gomoku.git,unknown,0x0
Mira047,FurnitureEngine.git,pom.xml,0x8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c000000000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000
mchukurs,JavaPreperation_HashMap_Adventure_Game.git,unknown,0x0
buddipammu2616,buddipammu2616dec4.git,pom.xml,0x2000000
Delta109,ZulassungsVorraussetzung.git,pom.xml,0x1000000000002000050200
attrayadas,springboot-pagination-sorting.git,pom.xml,0x1800060200
mtl9-engineer,java-spring-sealed-classes.git,unknown,0x0
kTH-Studio,Music_app.git,build.gradle,0x0
CamilaMCoelho,20232_queues_ALGED.git,pom.xml,0x0
kiranrahinj,DSA.git,unknown,0x0
FuchigamiKoichi,progex_repor3.git,unknown,0x0
Sashka107,CSIA_Galeta-.git,pom.xml,0xc0000000000000000000000000000002c
ahmetaggoz,Java_Classes_Employee.git,unknown,0x0
patrikmasiar,advent-of-code.git,unknown,0x0
aanupdarekar,Java.git,pom.xml,0x78000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000
Selooooooo,Class1_OOP.git,unknown,0x0
Joanna-Szczesna,Algorithms_and_Data_Structures.git,build.gradle,0x0
kramit007,Selenium_4.0.git,pom.xml,0x101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000
kartee161990,EMICalculator-Springboot.git,pom.xml,0x80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002001000060280
t-sarthak,Algorithmic-problems.git,unknown,0x0
CaptainShaqX,Java-Bootcamp.git,unknown,0x0
Andebet3210,project.git,unknown,0x0
tonivade,claudb-maven-plugin.git,pom.xml,0x3fc00000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000
WezleyRenan,Padroes_De_Projeto.git,unknown,0x0
iker0411,programacion2324.git,unknown,0x0
Malekkk25,springFlutter.git,pom.xml,0x100000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000070200
timerdar,FamilyFarm.git,pom.xml,0x180000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000020000
Steinrabe7,Autotesting_5.1.git,build.gradle,0x0
mbland,tomcat-servlet-testing-example.git,unknown,0x0
otienogeoffrey812,leetcode-solutions.git,pom.xml,0x0
coreybrowndev,TCPFileService.git,unknown,0x0
Deonnaa,JPACRUDProject.git,build.gradle,0x0
worscik,TechnicalTools.git,pom.xml,0x80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000600000000000000000000002000000000000000000000000000000000000000000000000000000000180000000000000000000040200
NouraAhmed09,CCSW-325.git,unknown,0x0
Sergyk87,Test.git,pom.xml,0xe0020000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003800000000000000000000000000000000000000000000000000000000000000000000000000800000002000000000000000000000000
wasim-essbai,unibg-tutorato-ing-sw-2324.git,pom.xml,0x1038000000000000000000000000000000000000000000000000000000000000000010000020000020000000000000000000000000000000000000000000000000000000000000000000000000000000003fc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000400000000
SamuelDias7,ModaMediaMediana.git,unknown,0x0
aigerimbazarbekova218,Peaksoft.git,unknown,0x0
fanjic,vturbo.git,pom.xml,0x100000000000000000000001c00000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000200000000000060200
HugoAlejandro2002,admin-module.git,pom.xml,0x2001800040200
Epso1,Travels.git,unknown,0x0
GacovAndre,Project-18.git,unknown,0x0
M7mdK,TBS.git,unknown,0x0
RTX4O9O,MUCalculator.git,build.gradle,0x0
DashielL23,MP2Project.git,unknown,0x0
raven3199,CSYE6220-Anime-Rating-Website-Back-End.git,pom.xml,0x1800040200
Stary54264,Group-Project.git,unknown,0x0
stepasejin,java-sandbox.git,unknown,0x0
jsanchezv,JSpeccy.git,pom.xml,0x400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e000000000000000000000000140000000000000000000000000000000000000000000000000000000000000000000040000000000060000
AnaidaOks,JavaCore_Worker.git,build.gradle,0x0
greenmail-mail-test,greenmail.git,pom.xml,0x603fb03f00100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000200000000000000000000000001fffffff0000000000000010000000400006000000000000000000000000000000000000000000000001000c00000002000000000000000002000000
Rakesh2608,ecommerce.git,pom.xml,0x200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200001800070200
muthuramakrishnan,coding.git,unknown,0x0
daniilshauchenka,jenkins-java.git,pom.xml,0x100000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000c00000000000000000000000400000000
EuderAlves,api_Financeiro.git,pom.xml,0x3800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000001800070200
yupiik,bundlebee.git,pom.xml,0x8000fc00000000000000000000000301000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001ffffffc000000000000000000000000000000800000000000000000000000000000000000000000000000000000002400000000000000000000000000020000
jenkinsci,plugin-pom.git,pom.xml,0x200780000000000000000000000000000000000000000002100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003fffe0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000002000000
GacovAndre,Project-9.git,unknown,0x0
Simo-univpm,demo-app.git,pom.xml,0x240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c000000002001000060200
VictorNagibator,lab_7_java.git,unknown,0x0
jlrleducaand,Streamsud2.git,pom.xml,0x800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000
bryopsida,spring-boot-starter-tomcat.git,build.gradle,0x0
Tanaguru,tanaguru2020-engine.git,pom.xml,0x5026f0000000000000000000000000000000000000000000000000000000000000000002000080008000000000000000000000000004000000000000800000000002000000000000000000000000000000000000000000000000000000000000000000001fffc000000000000000000000000000000000200000000400008010a0000000000100000000000000000000000000000000102400004008000c000240000003002000220
aniketsanap43,docker-java.git,pom.xml,0x40200
Lekan701,SpringBootJDBC.git,pom.xml,0x20000000000000000000002000000040000
richardjbaker,guicedemo.git,build.gradle,0x0
aksel1986,Java_course.git,unknown,0x0
Wyktorrr,Discover-Romania.git,pom.xml,0x40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000
hallielangley,ku-demo.git,unknown,0x0
orientedasad,android_development.git,unknown,0x0
chrosciu,javadevpro.git,pom.xml,0x20020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000002000000000000000000020000
hk9454,assignment-1.git,pom.xml,0x0
smonier,jira-portal-client.git,pom.xml,0xf000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
wjdrud2532,compiler.git,unknown,0x0
juseonghyun,Chatbot-App-HannamE.git,build.gradle,0x0
Dausten43,eduadvent.git,unknown,0x0
Anastasia-Shamanina,java-unit-test.git,unknown,0x0
iasmina14,laborator9.git,build.gradle,0x0
g0lovach,SocialNetwork.git,pom.xml,0x1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000180004000000000001000060200
aniik8,100daysofCode.git,unknown,0x0
markozajc,LiBot.git,pom.xml,0x3ff03ff03c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003fffffff0000000000000000000000000000000000000000000020300600000000200000004000000000000000000000000000000000000000000000000000000000000000000000020
choijunkeun,hexagonalblog.git,build.gradle,0x0
Yassine-walid,video-service-walidyassine-hajarelbadraouiTP.git,pom.xml,0x1c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002001000060200
maddie480,MergeRequestReportGenerator.git,pom.xml,0x300000000000000000004001000000000000000000000000000000000000000000000000000000000000000000000
brunodeveloper10,spring-concepts.git,build.gradle,0x0
vdourson2,java_week_2.git,unknown,0x0
HannahkoHarashi,CoffeeProject.git,unknown,0x0
Mallerly01,Cuadernillo.git,unknown,0x0
LP3kmikristian,TP_ARCE_DOREGO.git,pom.xml,0x2001000040200
MTtechMa,CIS406.git,unknown,0x0
main2000,LAB_FLT.git,unknown,0x0
josh-flatt,WordleSolver.git,pom.xml,0x6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c0000000000000000000000000000000c
Lelebees,impera-turn-ping.git,pom.xml,0x8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000002001000040200
LanAnhPham12,CTDL.git,unknown,0x0
Luismi4,Dam2.git,unknown,0x0
UPS-API,java-api-examples.git,pom.xml,0x100000000000000000000000003fc00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000004010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000003ff0004000000000000000000000000000000000000000000000000000201800000030200000004000000000000000000000000000000000001000000000000028000000000000002060200
cloudspannerecosystem,spanner-schema-diff-tool.git,pom.xml,0x10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000400000000200000000000000000000000000000000000000000000000000000000000000000000000002000000
popovstefan,aoc.git,pom.xml,0x0
TheRealGGIOVI,Programaci-n.git,unknown,0x0
Arkantrust,task-tracker.git,pom.xml,0x8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c00000000000000000000000000020000
pSrijana,OI-J3.git,unknown,0x0
SLIPPECAT,lucene.git,build.gradle,0x0
GithubNraghav,EmployeeManagement.git,pom.xml,0x10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000
NachtZhong,data-structures-and-algorithms.git,unknown,0x0
code-mm,spring-boot-mybatis-plus-example.git,build.gradle,0x0
Xeriou,sbptest2.git,pom.xml,0x400000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001020000000000001000040000000800040200
pranayar,AniFact---Animal-Search-Android-App-.git,build.gradle,0x0
kisevu,transport.git,pom.xml,0x1800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040200
AnticiscoFreeman,devstats.git,build.gradle,0x0
itzdevi,DiscShooter.git,build.gradle,0x0
Kannan-75,MyAssingments.git,unknown,0x0
vmware,vsphere-automation-sdk-java.git,pom.xml,0x1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000fffff00000000000000000000000000000000000000000000000000000000000000600000030000000000000000000000000000000000000000000000000000000000008000000000000000000000
udaysaladi,hbss.git,unknown,0x0
SushmitaVeer,G3B3_DSA_GradedProject2.git,unknown,0x0
CyberSource,cybersource-rest-samples-java.git,pom.xml,0x30000000000000000000000000000000000000000000000000000000000000000000000000000200000004000000000000000000000000000000000000000000000000008000000000000000000000
xiajunjie1,redis.git,build.gradle,0x0
r3aLitY-0010,testOneJava.git,pom.xml,0xc00000000000000000000000000000000
Adnuntius,android_sdk_examples.git,build.gradle,0x0
PoojithaMahesh,sh.git,pom.xml,0x800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000402000000
Bharati-Phapale,lp1.git,pom.xml,0x0
saikumar1413,Assess11.git,pom.xml,0x40200
Srinu007007,postpipeline.git,pom.xml,0x2000000
98eogus,codingTest.git,unknown,0x0
BalakrishnanSalem,cicd.git,pom.xml,0x40200
Durga0987,project1.git,unknown,0x0
chaitaliChopade,Employee_Management_System.git,unknown,0x0
liangzijin,gitops-demo.git,pom.xml,0x200
azharskgithub,PROJECT_AUTOMATION_rahulshettyacademy.git,pom.xml,0x101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
MEENACHISUNDARAM3,CabBookingSystem.git,unknown,0x0
pinnepallikavya,no2.git,pom.xml,0x20000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000020010000000000000000000000000000000000000000000000000000000000001000000000000002000000002000002040200
BellerSun,ddns-general.git,pom.xml,0x80000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000f80000000000010000000000000000000000000000000000000000000000000020000800000000200000004000000000000000000000000000000000000000000000000002000040002001002060200
jeeyn,algorithm.git,unknown,0x0
Allan1418,BancoABC.git,unknown,0x0
AishniNarain,Java_OOPS.git,unknown,0x0
yuchaozh,LeetCode_MarkDown.git,unknown,0x0
maximillian-m,summary-design-patterns.git,pom.xml,0x0
acciojob,polymorphism-coderblu.git,pom.xml,0x8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002800000000000000000000000002000000
AdiKungen,JPDSI2_Budny_Adrian_PAW3.git,unknown,0x0
khayar,Solution-Architect-Test.git,pom.xml,0x2000000
vinay1514,Test.git,pom.xml,0x40200
Siskaaaaaa,Siska_latihan.git,unknown,0x0
gg1700,Proyecto-Programacion-TDD.git,unknown,0x0
cnoriega20,sfg-cn-train-bbrew.git,pom.xml,0x200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000002000000000002000070200
rayhanes12,Quiz.git,unknown,0x0
sriharialakunta,Storemart.git,pom.xml,0x400000000000000000000000000000000000000000000000000000000000000000018000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007800000000000c0060003800070380
milan-82,cydeo-cucumber-junit-project.git,pom.xml,0x140000000201000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
ntnehathorat,ATM.git,unknown,0x0
ni250604,must-.git,unknown,0x0
guncow0603,to-do-list.git,build.gradle,0x0
hamtz,BelajarFiqih.git,build.gradle,0x0
ritika28022001,ERP.git,pom.xml,0x10000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000004000000000001000060200
hieundt,uit-android.git,unknown,0x0
gh-for-interview,teletronics.git,build.gradle,0x0
Jake-Pell,Project-Management-Application.git,unknown,0x0
sarahweisser,employee.git,pom.xml,0x20000000800080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000c00080000002000000002001800060200
SupriyaKodekanti,java-week11-assessment.git,pom.xml,0x40200
Nehakm2001,Assessment11.git,pom.xml,0x40200
rabiori88,Servlet.git,build.gradle,0x0
bhxvxshh,Online-cinema-ticket-booking-system-JAVA.git,unknown,0x0
phoenixcryos,IdeaProjects.git,unknown,0x0
SACHSTech,processing-task-7-images-and-animation-rachaelhychan.git,unknown,0x0
Special-sense,stsToolOcr.git,pom.xml,0x103fe0000000000000000000000000000000000000000000400000000000000200000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000007fe0000000000000000000000000000000000000000000000000000000000000000000000400020030000800004001000000000000000000000000000000001000000000200008000000000000002020000
vestex727,COSC-3P95.git,unknown,0x0
venkateshponnekanti,retrofit1.git,build.gradle,0x0
SlowCloud,java-christmas-6-SlowCloud.git,build.gradle,0x0
Manuel19t,dacd_practica1.git,pom.xml,0x1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020
nobleviper,Java-CodingTest.git,build.gradle,0x0
SyntheticDataPlatform,APIs-SpringBoot.git,build.gradle,0x0
mikhailwebb,AofA_StudentParticipationEvaluator.git,unknown,0x0
sattiabicsce,CodeForScrum.git,unknown,0x0
louispCx,javavulnlab.git,pom.xml,0x200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000002000000
mtello78,taller02_devops.git,pom.xml,0x10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000060300
51NG-L-R1D-D,preguntas.git,pom.xml,0x400000000000000000000000000000000000000000000000000000000000200000018000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0000000000000000000000000000000000000000000000000000000000000000002000100000000000000000000000000080000000000000000000000000000000c00200000002000040060000000070280
codeprimate-software,cp-extensions.git,pom.xml,0x100000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f00000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000
Santy2304,Lab8Iweb.git,pom.xml,0x10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c00000000000000000000000800000000
hassanwashere819,lab2.git,unknown,0x0
AlphaXD2003,react-native.git,build.gradle,0x0
Hariprakash-2002,Task_4.git,pom.xml,0x40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001000000000000000040320
Palluruanusha,practice.git,unknown,0x0
christiane200202,labo.git,unknown,0x0
hoangthikimthi,Java-Hybrid.git,unknown,0x0
Andrewkxz,torneo.git,pom.xml,0x400000000000000000000000000000000
brayand227,proyectoFinalFinal.git,pom.xml,0x400000000000000000000000000000000
asdas9,puzzle8.git,build.gradle,0x0
nxhdev2002,HCA.git,pom.xml,0x800000000000100000000000000000000000000000000000000000060000000000000000000000000000000100000000000000000000000000000000000000010000200000000000000000004000000000000000000000000000000000000000000080002000200000003000060200
NatxioDev,Vulner_Testing.git,build.gradle,0x0
rajumsk1977,Sai_Java.git,unknown,0x0
NatxioDev,API_Testing.git,build.gradle,0x0
ferjozsot23,PicoPlaca.git,pom.xml,0x2000000000000000000000000002000000
DisuraAberathna,modified_calculator.git,unknown,0x0
KarMint26,Challenge_KarelTrisnantoUtomo_3C.git,unknown,0x0
ImanolOliva,task_managment_2.git,unknown,0x0
